anchorId,tagId,rssi,timestamp
2,0,-72.25,1553552593.0
2,0,-72.3076923077,1553552594.0
4,0,-72.5,1553552594.0
2,0,-72.25,1553552597.0
4,0,-71.0,1553552597.0
6,0,-64.4285714286,1553552597.0
6,0,-71.0769230769,1553552598.0
2,0,-73.5454545455,1553552599.0
4,0,-72.9,1553552602.0
2,0,-70.75,1553552603.0
6,0,-68.1,1553552603.0
2,0,-72.8181818182,1553552606.0
4,0,-70.0,1553552606.0
6,0,-65.4375,1553552606.0
4,0,-71.7777777778,1553552608.0
6,0,-65.1111111111,1553552608.0
2,0,-76.1666666667,1553552609.0
2,0,-74.25,1553552612.0
2,0,-73.0,1553552613.0
4,0,-71.5,1553552615.0
6,0,-56.5,1553552615.0
2,0,-75.3636363636,1553552617.0
4,0,-68.6363636364,1553552618.0
6,0,-65.6666666667,1553552618.0
2,0,-72.6,1553552619.0
4,0,-71.6,1553552622.0
6,0,-60.3333333333,1553552622.0
2,0,-72.125,1553552624.0
4,0,-72.875,1553552627.0
6,0,-60.375,1553552627.0
2,0,-72.5625,1553552629.0
4,0,-71.8666666667,1553552629.0
2,0,-74.3,1553552630.0
2,0,-74.7272727273,1553552631.0
6,0,-67.2857142857,1553552631.0
2,0,-78.125,1553552633.0
4,0,-72.5833333333,1553552633.0
6,0,-63.0,1553552635.0
4,0,-73.1428571429,1553552637.0
2,0,-74.2142857143,1553552638.0
4,0,-71.6153846154,1553552639.0
2,0,-72.8181818182,1553552640.0
4,0,-73.0,1553552640.0
6,0,-63.4375,1553552640.0
4,0,-73.5714285714,1553552643.0
2,0,-72.8181818182,1553552644.0
6,0,-63.0,1553552644.0
2,0,-71.6363636364,1553552645.0
4,0,-70.7,1553552645.0
2,0,-72.7,1553552646.0
6,0,-70.0,1553552646.0
2,0,-72.9166666667,1553552647.0
4,0,-73.2222222222,1553552647.0
6,0,-63.9,1553552647.0
2,0,-71.6,1553552648.0
6,0,-68.2857142857,1553552649.0
2,0,-72.9230769231,1553552650.0
2,0,-71.5,1553552652.0
4,0,-72.5833333333,1553552652.0
2,0,-71.25,1553552653.0
6,0,-63.4545454545,1553552653.0
2,0,-72.5833333333,1553552654.0
4,0,-73.1111111111,1553552656.0
6,0,-62.1,1553552657.0
6,0,-68.2142857143,1553552658.0
2,0,-72.5384615385,1553552660.0
4,0,-71.5454545455,1553552660.0
2,0,-70.1111111111,1553552661.0
4,0,-73.0833333333,1553552661.0
2,0,-72.7272727273,1553552662.0
4,0,-72.25,1553552662.0
6,0,-64.8461538462,1553552662.0
2,0,-71.4545454545,1553552666.0
6,0,-71.4545454545,1553552666.0
2,0,-71.4,1553552668.0
4,0,-71.0,1553552668.0
2,0,-71.4545454545,1553552669.0
2,0,-72.0,1553552670.0
6,0,-62.0,1553552670.0
4,0,-72.7272727273,1553552672.0
6,0,-70.0,1553552672.0

