anchorId,tagId,rssi,timestamp
2,0,-73.1818181818,1555254666.0
3,0,-63.75,1555254666.0
5,0,-56.1666666667,1555254666.0
6,0,-68.75,1555254666.0
2,0,-73.5,1555254667.0
3,0,-66.3333333333,1555254667.0
4,0,-73.8,1555254667.0
5,0,-55.6666666667,1555254667.0
2,0,-76.0,1555254668.0
3,0,-66.25,1555254668.0
2,0,-75.7333333333,1555254670.0
3,0,-64.3333333333,1555254670.0
6,0,-72.1428571429,1555254670.0
4,0,-73.0,1555254671.0
5,0,-56.25,1555254671.0
6,0,-70.4545454545,1555254671.0
2,0,-73.8333333333,1555254672.0
3,0,-64.2857142857,1555254672.0
4,0,-72.75,1555254672.0
5,0,-57.1666666667,1555254672.0
6,0,-65.5,1555254672.0
4,0,-71.6666666667,1555254673.0
5,0,-56.1,1555254673.0
3,0,-64.0,1555254674.0
6,0,-68.8333333333,1555254674.0
3,0,-63.8,1555254675.0
4,0,-72.3333333333,1555254675.0
5,0,-53.3333333333,1555254675.0
6,0,-70.0,1555254675.0
3,0,-64.0,1555254676.0
4,0,-72.1428571429,1555254676.0
5,0,-54.0,1555254676.0
6,0,-71.4,1555254676.0
3,0,-63.8571428571,1555254678.0
5,0,-58.4,1555254678.0
6,0,-70.375,1555254678.0
2,0,-77.4,1555254679.0
3,0,-66.1666666667,1555254679.0
5,0,-58.2857142857,1555254680.0
2,0,-73.8571428571,1555254681.0
5,0,-57.3333333333,1555254681.0
2,0,-73.4,1555254682.0
5,0,-56.8333333333,1555254682.0
6,0,-75.5,1555254682.0
2,0,-73.6666666667,1555254684.0
6,0,-72.625,1555254684.0
2,0,-72.6,1555254685.0
3,0,-63.3333333333,1555254685.0
5,0,-53.9,1555254685.0
6,0,-69.5555555556,1555254685.0
2,0,-73.6666666667,1555254687.0
3,0,-65.4285714286,1555254687.0
6,0,-76.0,1555254687.0
2,0,-72.2,1555254688.0
3,0,-63.6,1555254688.0
6,0,-68.4285714286,1555254688.0
2,0,-72.7777777778,1555254689.0
3,0,-63.8333333333,1555254689.0
5,0,-59.3333333333,1555254689.0
6,0,-71.25,1555254689.0
3,0,-64.7272727273,1555254691.0
5,0,-56.6,1555254691.0
6,0,-71.0,1555254691.0
3,0,-64.7272727273,1555254693.0
5,0,-53.6666666667,1555254693.0
6,0,-66.375,1555254693.0
2,0,-71.2,1555254694.0
3,0,-64.0,1555254694.0
5,0,-54.0,1555254694.0
6,0,-71.3333333333,1555254694.0
3,0,-67.0,1555254695.0
2,0,-72.2857142857,1555254696.0
6,0,-90.0,1555254696.0
2,0,-72.75,1555254697.0
3,0,-64.25,1555254697.0
5,0,-60.5714285714,1555254698.0
6,0,-66.1666666667,1555254698.0
2,0,-72.3333333333,1555254699.0
3,0,-66.0,1555254699.0
6,0,-69.3333333333,1555254699.0
2,0,-73.5454545455,1555254700.0
3,0,-64.6363636364,1555254700.0
4,0,-73.0,1555254700.0
5,0,-57.25,1555254700.0
6,0,-64.6,1555254700.0
2,0,-73.6666666667,1555254701.0
4,0,-72.8571428571,1555254701.0
2,0,-72.6666666667,1555254702.0
3,0,-63.75,1555254702.0
6,0,-64.2857142857,1555254702.0
2,0,-72.1818181818,1555254704.0
3,0,-64.0,1555254704.0
4,0,-73.4285714286,1555254704.0
6,0,-64.3333333333,1555254704.0
2,0,-72.7777777778,1555254705.0
3,0,-66.0,1555254705.0
5,0,-55.1428571429,1555254705.0
2,0,-74.0,1555254706.0
3,0,-63.875,1555254706.0
2,0,-72.7142857143,1555254707.0
5,0,-58.0,1555254707.0
6,0,-64.75,1555254707.0
2,0,-72.5454545455,1555254708.0
4,0,-72.8571428571,1555254708.0
5,0,-55.3333333333,1555254708.0
6,0,-63.1428571429,1555254708.0
2,0,-73.0,1555254710.0
4,0,-71.8333333333,1555254710.0
5,0,-53.5714285714,1555254710.0
6,0,-63.75,1555254710.0
6,0,-64.5,1555254711.0
2,0,-73.8333333333,1555254712.0
4,0,-73.125,1555254712.0
6,0,-65.6,1555254712.0
4,0,-72.3333333333,1555254713.0
2,0,-70.8571428571,1555254714.0
3,0,-63.625,1555254714.0
4,0,-72.8333333333,1555254714.0
5,0,-60.125,1555254714.0
6,0,-65.75,1555254714.0
3,0,-64.1818181818,1555254715.0
5,0,-55.5,1555254715.0
6,0,-64.0,1555254715.0
2,0,-74.0,1555254716.0
4,0,-72.5,1555254716.0
2,0,-72.0,1555254717.0
6,0,-64.0,1555254717.0
2,0,-73.5,1555254719.0
3,0,-63.0,1555254719.0
4,0,-72.0,1555254719.0
5,0,-53.6666666667,1555254719.0
2,0,-73.4545454545,1555254720.0
4,0,-72.5555555556,1555254720.0
5,0,-54.7777777778,1555254720.0
6,0,-66.1428571429,1555254720.0
2,0,-71.1428571429,1555254721.0
4,0,-72.3333333333,1555254721.0
5,0,-56.9090909091,1555254721.0
6,0,-68.0,1555254721.0
3,0,-63.3333333333,1555254722.0
4,0,-71.0,1555254722.0
2,0,-71.5555555556,1555254723.0
5,0,-56.5384615385,1555254723.0

